Stock Code,Product Name,Wholesale Price,Retail Price,Profit,Image URL,Image Preview,Category,Form,Count,Description,Ingredients,Benefits,Directions,Warnings,PN SKU
B330,Prenatal 60s,$18.50,$37.00,$18.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B330-composite_squared.png,,Women's Health,Capsules,Capsules,"Professional grade Prenatal supplement for women's health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Prenatal contains premium quality ingredients sourced for maximum potency and purity.,Supports women's health and overall wellness. Prenatal is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-PRENATAL
E205,Pro 25 Cream 3oz *,$23.00,$39.00,$16.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/E205-composite_squared.png,,Supplements,Topical Cream,Topical Cream,"Professional grade Pro 25 Cream supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Pro 25 Cream contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Pro 25 Cream is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-PRO25CRE
E206,Pro 50 Cream 3oz *,$31.00,$52.00,$21.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/E206-composite_squared.png,,Supplements,Topical Cream,Topical Cream,"Professional grade Pro 50 Cream supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Pro 50 Cream contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Pro 50 Cream is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-PRO50CRE
C726,Prostate Support 60s,$21.00,$48.00,$27.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C726-composite_squared.png,,Men's Health,Capsules,Capsules,"Professional grade Prostate Support supplement for men's health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Prostate Support contains premium quality ingredients sourced for maximum potency and purity.,Supports men's health and overall wellness. Prostate Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-PROSTATE
C283,Relax & Focus Powder 215g *,$21.00,$48.00,$27.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C283-original_squared.png,,Supplements,Powder,Powder,"Professional grade Relax & Focus Powder supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Relax & Focus Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Relax & Focus Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-RELAXFOC
C302,Resist Powder 180g *,$17.00,$38.00,$21.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C302-original_squared.png,,Supplements,,,,,,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",
C2934,Saccharomyces Boulardii 60s *,$23.00,$46.00,$23.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C2934-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Saccharomyces Boulardii supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Saccharomyces Boulardii contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Saccharomyces Boulardii is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-SACCHARO
C626,Selenium 60s,$10.00,$20.00,$10.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C626-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Selenium supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Selenium contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Selenium is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-SELENIUM
C564,Serenity 60s,$23.00,$46.00,$23.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C564-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Serenity supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Serenity contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Serenity is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-SERENITY
E201,Sleep Support Cream 3oz *,$23.00,$37.00,$14.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/E201-composite_squared.png,,Mood Support,Topical Cream,Topical Cream,"Professional grade Sleep Support Cream supplement for mood support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Sleep Support Cream contains premium quality ingredients sourced for maximum potency and purity.,Supports mood support and overall wellness. Sleep Support Cream is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-SLEEPSUP
C352,Stomach Support 60s *,$23.50,$47.00,$23.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C352-composite_squared.png,,Digestive Health,Capsules,Capsules,"Professional grade Stomach Support supplement for digestive health support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Stomach Support contains premium quality ingredients sourced for maximum potency and purity.,Supports digestive health and overall wellness. Stomach Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-STOMACHS
B297,Stress Relief 90s *,$20.00,$42.00,$22.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B297-composite_squared.png,,Adrenal Support,Capsules,Capsules,"Professional grade Stress Relief supplement for adrenal support support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Stress Relief contains premium quality ingredients sourced for maximum potency and purity.,Supports adrenal support and overall wellness. Stress Relief is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-STRESSRE
B291,Super Greens Capsules 120s *,$18.00,$40.00,$22.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B291-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Super Greens Capsules supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Super Greens Capsules contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Super Greens Capsules is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-SUPERGRE
A653,Super Greens Powder 250g *,$30.00,$50.00,$20.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/A653-composite_squared.png,,Supplements,Powder,Powder,"Professional grade Super Greens Powder supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Super Greens Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Super Greens Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-SUPERGRE
C218,T Elevate 60s *,$29.00,$58.00,$29.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C218-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade T Elevate supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. T Elevate contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. T Elevate is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-TELEVATE
C299,TG & HDL Support 60s *,$20.00,$48.00,$28.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C299-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade TG & HDL Support supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. TG & HDL Support contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. TG & HDL Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-TGHDLSUP
C930,Theanine Chews 30s *,$17.00,$34.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C930-composite_squared.png,,Supplements,Chewables,Chewables,"Professional grade Theanine Chews supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Theanine Chews contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Theanine Chews is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-THEANINE
B249,Thyroid Herbal Support 90s,$21.00,$52.00,$31.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B249-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Thyroid Herbal Support supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Thyroid Herbal Support contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Thyroid Herbal Support is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-THYROIDH
C894,Tranquility 60s,$19.00,$38.00,$19.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C894-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Tranquility supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Tranquility contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Tranquility is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-TRANQUIL
C224,Ubiquinol 60s,$29.00,$58.00,$29.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C224-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Ubiquinol supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Ubiquinol contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Ubiquinol is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-UBIQUINO
B665,Urinary Care Caps 120s,$23.00,$46.00,$23.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B665-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade Urinary Care supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Urinary Care contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. Urinary Care is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-URINARYC
C290,UTI Mannose 75g *,$19.00,$44.00,$25.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C290-composite_squared.png,,Supplements,Capsules,Capsules,"Professional grade UTI Mannose supplement for supplements support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. UTI Mannose contains premium quality ingredients sourced for maximum potency and purity.,Supports supplements and overall wellness. UTI Mannose is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-UTIMANNO
F777,Vegan Protein Chocolate 510g *,$25.00,$42.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/F777-composite_squared.png,,Protein Powders,Capsules,Capsules,"Professional grade Vegan Protein Chocolate supplement for protein powders support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vegan Protein Chocolate contains premium quality ingredients sourced for maximum potency and purity.,Supports protein powders and overall wellness. Vegan Protein Chocolate is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VEGANPRO
F776,Vegan Protein Vanilla 510g *,$25.00,$42.00,$17.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/F776-composite_squared.png,,Protein Powders,Capsules,Capsules,"Professional grade Vegan Protein Vanilla supplement for protein powders support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vegan Protein Vanilla contains premium quality ingredients sourced for maximum potency and purity.,Supports protein powders and overall wellness. Vegan Protein Vanilla is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VEGANPRO
C340,Vitamin A 25000 IU 100s,$11.00,$22.00,$11.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C340-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin A 25000 IU supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin A 25000 IU contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin A 25000 IU is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMINA
D260,Vitamin B12 90s *,$16.00,$32.00,$16.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D260-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin B12 supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin B12 contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin B12 is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMINB
C3251,Vitamin B6 100s *,$9.00,$18.00,$9.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C3251-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin B6 supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin B6 contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin B6 is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMINB
B309,Vitamin C 1000 Capsules 100s *,$12.00,$24.00,$12.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B309-original_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin C 1000 Capsules supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin C 1000 Capsules contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin C 1000 Capsules is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMINC
A198,Vitamin C 250 Gummies 90s *,$15.00,$26.00,$11.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/A198-original_squared.png,,Vitamins,Chewables,Chewables,"Professional grade Vitamin C 250 Gummies supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin C 250 Gummies contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin C 250 Gummies is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMINC
B402,Vitamin C 500 Chewables 90s *,$15.00,$29.00,$14.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B402-original_squared.png,,Vitamins,Chewables,Chewables,"Professional grade Vitamin C 500 Chewables supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin C 500 Chewables contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin C 500 Chewables is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMINC
B254,Vitamin C Powder 231g *,$19.00,$40.00,$21.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/B254-original_squared.png,,Vitamins,Powder,Powder,"Professional grade Vitamin C Powder supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin C Powder contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin C Powder is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMINC
C221,Vitamin D3 & K2 Chewables 90s,$11.00,$25.00,$14.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C221-original_squared.png,,Vitamins,Chewables,Chewables,"Professional grade Vitamin D3 & K2 Chewables supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin D3 & K2 Chewables contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin D3 & K2 Chewables is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMIND
C208,Vitamin D3 1000 IU Softgels 100s,$9.00,$18.00,$9.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C208-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin D3 1000 IU supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin D3 1000 IU contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin D3 1000 IU is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMIND
C241,Vitamin D3 15000 IU Capsules 60s *,$11.50,$23.00,$11.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C241-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin D3 15000 IU supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin D3 15000 IU contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin D3 15000 IU is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMIND
D272,Vitamin D3 2000 IU 100s,$13.00,$26.00,$13.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D272-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin D3 2000 IU supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin D3 2000 IU contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin D3 2000 IU is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMIND
D273,Vitamin D3 5000 IU + K2 Capsules 100s *,$14.00,$28.00,$14.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/D273-original_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin D3 5000 IU + K2 supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin D3 5000 IU + K2 contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin D3 5000 IU + K2 is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMIND
C222,Vitamin D3 5000 IU Softgels 100s,$11.50,$23.00,$11.50,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/C222-composite_squared.png,,Vitamins,Capsules,Capsules,"Professional grade Vitamin D3 5000 IU supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin D3 5000 IU contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin D3 5000 IU is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMIND
A197,Vitamin D3 Gummies 90s *,$14.00,$25.00,$11.00,https://raw.githubusercontent.com/wplaunchify/ml-wc-practitioners-catalogue/master/catalog/images/A197-original_squared.png,,Vitamins,Chewables,Chewables,"Professional grade Vitamin D3 Gummies supplement for vitamins support. This high-quality formula is manufactured in FDA-inspected, cGMP compliant facilities with rigorous testing for purity and potency. Formulated with premium ingredients for optimal bioavailability and effectiveness.",See product label for complete ingredient list. Vitamin D3 Gummies contains premium quality ingredients sourced for maximum potency and purity.,Supports vitamins and overall wellness. Vitamin D3 Gummies is formulated with clinically researched ingredients for optimal health benefits.,Take as directed by your healthcare practitioner.,"These statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.",PN-VITAMIND
